"ID","Priority","Audience","Visible when","File","Line","Channel","Prints","Log text","Flagged terms","Why it confuses","Suggested text","Action","Brendan feedback","Decision"
"A29","Low","user","default (every run)","Osprey.Tasks/SecondPassFdrTask.cs","1187","LogInfo","once per run, conditional","{0} peptides had no charge state passing precursor-level FDR; best charge state kept as fallback","","'fallback' makes a deliberate rule sound like an error.","N peptides passed peptide-level FDR with no single charge state passing precursor FDR; their best charge state is reported.","rewrite","",""
"A30","Low","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","2600","LogInfo","per file","Loaded {0} MS1 and {1} MS/MS spectra with {2} unique isolation windows{3} ({0} had unsorted peaks, re-sorted; use --verbose for detail)","","Same event, two nouns (peaks / centroids).","(pick one noun)","keep; align wording","",""
"A30","Low","user","default (every run)","Osprey.Tasks/SpectraCacheTask.cs","107","LogWarning","per file","[WARN] {0}: {1} spectra had unsorted centroids (sorted before caching).","","Same event, two nouns (peaks / centroids).","(pick one noun)","keep; align wording","",""
"A31","Low","user","default (every run)","Osprey/Program.cs","251","LogError","startup error","[ERROR] Input file not found, and it has neither a spectra cache nor a scores parquet to stand in for it: {0}","byproduct/interned/parquet","New in #4646. 'scores parquet' names the file format.","[ERROR] Input file not found, and no intermediate file exists to stand in for it: {0}","rewrite","",""
"B1","Dev leak","developer (leaks into default log)","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","837","LogInfo","HPC legs","Bundle hydration: skipping first-pass Percolator (sidecar provides q-values).","sidecar; hydrate","Bundle/envelope vocabulary; code-path note.","(none)","gate behind --verbose","",""
"B1","Dev leak","developer (leaks into default log)","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","1110","LogInfo","HPC legs","Read gap-fill and refined calibrations from {0} run envelope(s) in {1:F1}s","bundle/envelope; use_cwt/forced/gap-fill/actions","Bundle/envelope vocabulary; code-path note.","(none)","gate behind --verbose","",""
"C1","Warning for dev","user (warning/error)","default (every run)","Osprey.Tasks/SecondPassFdrTask.cs","676","LogWarning","conditional","[WARN] Stage 7 is taking the RESIDENT join: every run's survivors are rebuilt at once and held for the whole stage, which is O(files) (issue #4486). Measured cost is ~4.4 GB plus ~0.197 GB per file, so {0} file(s) needs ~{1:F0} GB.","Stage N; worker/fan-out/join; O(...) / issue #","Issue number, big-O and measured constants in a user warning.","[WARN] Second-pass FDR will hold all {0} runs in memory at once (about {1:F0} GB). For large cohorts, run the second pass as --task SecondPassFDR to stream one run at a time.","rewrite","",""
"C10","Warning for dev","user (warning/error)","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","655","LogError","--task error","[ERROR] --task FirstPassFDR: {0}/{1} 1st-pass fdr_scores.bin sidecar writes failed; boundary file pair is incomplete. See warnings above.","sidecar; code identifier","'boundary file pair'.","[ERROR] --task FirstPassFDR: {0} of {1} first-pass intermediate files could not be written, so the next task cannot run. See the warnings above for each file.","rewrite","",""
"C10","Warning for dev","user (warning/error)","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","1993","LogError","--task error","[ERROR] --task FirstPassFDR: {0}/{1} reconciliation.json writes failed; boundary file pair is incomplete. See warnings above.","code identifier","'boundary file pair'.","[ERROR] --task FirstPassFDR: {0} of {1} first-pass intermediate files could not be written, so the next task cannot run. See the warnings above for each file.","rewrite","",""
"C10","Warning for dev","user (warning/error)","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3362","LogError","--task error","[ERROR] --task FirstPassFDR: {0}/{1} 1st-pass fdr_scores.bin sidecar writes failed; boundary file pair is incomplete. See warnings above.","sidecar","'boundary file pair'.","[ERROR] --task FirstPassFDR: {0} of {1} first-pass intermediate files could not be written, so the next task cannot run. See the warnings above for each file.","rewrite","",""
"C11","Warning for dev","user (warning/error)","default (every run)","Osprey/Program.cs","336","LogError","only with an unrecognized OSPREY_PASS2_QVALUE","[ERROR] OSPREY_PASS2_QVALUE is not a recognized mode. Recognized: '{0}', '{1}'. Unset it for the default ('{1}'). 'percolator' was REMOVED: it retrained the 2nd-pass SVM on a compaction-depleted decoy pool, which reports anti-conservative q-values. 'transfer-compete' was REMOVED for a related reason: it selected survivors by TARGET per-run q and admitted decoys only by pairing, stripping decoys that won the 1st-pass competition, so its q improved with no added evidence - 1.96% true FDP at a nominal 1% on 82-file SEA-AD, against 1.53% for the default, and with FEWER ids.","compaction; competition; OSPREY_* env var","Removal history and SEA-AD FDP numbers in an error message.","[ERROR] OSPREY_PASS2_QVALUE='{2}' is not recognized. Use '{0}' or '{1}', or unset it for the default ('{1}').","rewrite; history to docs/12-second-pass-fdr.md","",""
"C11","Warning for dev","user (warning/error)","default (every run)","Osprey/Program.cs","366","LogWarning","only with an unrecognized token","[WARN] OSPREY_ALLOW_UNFIXED_RESIDENT contains unrecognized token(s) that grant nothing: {0}. Recognized: {1}. ('hpc-merge' was retired - the --task SecondPassFDR reconciled-input load streams and needs no allowance.) Any recognized token in the same value is still honored.,","OSPREY_* env var","Retirement history in a warning.","[WARN] OSPREY_ALLOW_UNFIXED_RESIDENT contains unrecognized token(s): {0}. Recognized: {1}.","rewrite","",""
"C12","Warning for dev","user (warning/error)","default (every run)","Osprey.IO/CarafeProteinIdNormalizer.cs","178","LogWarning","conditional (Carafe libraries)","[WARN] Spectral library protein accessions carry Carafe's per-peptide '_pepNNNNN' suffix: {0:N0} distinct accessions on {1:N0} entries collapse to {2:N0} real proteins (e.g. '{3}' -> '{4}'). Stripping it - left in place every peptide is its own protein, which breaks protein parsimony and picked-protein FDR, and leaves OSPREY_PASS2_QVALUE=protein-compact with an empty stratum because no protein can reach 2 detected peptides.","entry/entries; compaction; stratum; OSPREY_* env var","Mentions OSPREY_PASS2_QVALUE and 'stratum' in a library-format warning.","[WARN] Library protein accessions carry Carafe's per-peptide '_pepNNNNN' suffix (e.g. '{3}'); stripping it so that {0:N0} accessions map to {2:N0} proteins. Without this, every peptide would count as its own protein.","rewrite","",""
"C2","Warning for dev","user (warning/error)","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","2102","LogWarning","conditional","[WARN] Second-pass join: a consumer asked for the whole-run survivor pool, so all {0} run(s) are being materialized at once. This is the O(runs x entries) peak the per-run fold exists to avoid.","entry/entries; survivor/retained set; fold (verb); worker/fan-out/join; O(...) / issue #","Developer assertion.","(none)","gate behind --verbose or Debug.Assert","",""
"C3","Warning for dev","user (warning/error)","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","1674","LogWarning","conditional","[WARN] {0} requires the RESIDENT pre-compaction first-pass pool: every --input-scores file's full stub list is held in memory at once, so memory here grows O(files) and can exhaust RAM at large file counts. The bounded per-file streaming hydrate cannot serve that consumer.","compaction; hydrate; stubs; O(...) / issue #","'RESIDENT pre-compaction first-pass pool', 'stub list', O(files).","[WARN] {0} needs every file's first-pass candidates in memory at once; memory grows with file count and may exhaust RAM on large cohorts.","rewrite","",""
"C4","Warning for dev","user (warning/error)","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","1002","LogError","resume error","[ERROR] Resume rehydrate: the first-pass compaction published no retained base_id set for {0} joined file(s), so the Stage 6 survivor handoff cannot be streamed. RescoreCompaction.Apply must run whenever any file is joined.","compaction; survivor/retained set; base_id; hydrate; Stage N; code identifier","Method name and internal remedy in an error.","[ERROR] Cannot resume: the first-pass intermediate files for {0} file(s) are missing the list of precursors kept for reconciliation. Delete the .1st-pass.* files beside those inputs and re-run.","rewrite; move the method-name sentence to a code comment","",""
"C5","Warning for dev","user (warning/error)","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","167","LogWarning","--task runs","[WARN] --task SecondPassFDR: {0} perFileEntries key(s) have no matching config.InputFiles entry and will be skipped: [{1}]. This usually indicates an input-file rename or path drift between Stage 5 and Stage 7; the skipped files will not get a 2nd-pass sidecar.,","sidecar; entry/entries; Stage N; code identifier","Variable names (perFileEntries, config.InputFiles) and stage numbers.","[WARN] --task SecondPassFDR: {0} file(s) from the first pass are not among this run's inputs and will be skipped: [{1}]. This usually means an input was renamed or moved between the first-pass and second-pass tasks.","rewrite","",""
"C5","Warning for dev","user (warning/error)","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","333","LogWarning","--task runs","[WARN] 2nd-pass sidecar write: {0} perFileEntries key(s) have no matching config.InputFiles entry and will be skipped: [{1}].,","sidecar; entry/entries; code identifier","Variable names (perFileEntries, config.InputFiles) and stage numbers.","[WARN] --task SecondPassFDR: {0} file(s) from the first pass are not among this run's inputs and will be skipped: [{1}]. This usually means an input was renamed or moved between the first-pass and second-pass tasks.","rewrite","",""
"C6","Warning for dev","user (warning/error)","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","2419","LogWarning","conditional","[WARN] Second-pass FDR: file '{0}' reconciled parquet has {1} feature rows but {2} FDR entries reference it; {3} entries will run with stale/null features. Stub/parquet mismatch - check reconciled-parquet output integrity.","entry/entries; byproduct/interned/parquet","'Stub/parquet mismatch - check reconciled-parquet output integrity' is a note to a developer.","[WARN] Second-pass FDR: the re-scored intermediate file for '{0}' does not match its first-pass intermediate file ({1} rows vs {2} expected); {3} candidates will be scored without features. Delete '{0}.scores-reconciled.parquet' and re-run the rescore.","rewrite","",""
"C7","Warning for dev","user (warning/error)","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","1307","LogWarning","conditional","[WARN] 1st-pass Score/Pep/ExperimentAggregateScore could not be restored for {0} file(s) (no readable 1st-pass sidecar): [{1}]. Peaks Stage 6 changed in those files keep reset defaults, so their 2nd-pass sidecars are wrong AND a Score of 0 enters the second-pass protein FDR null unfiltered. Treat this run's protein-level numbers as unreliable.,","sidecar; Stage N; code identifier","Property names and mechanism; the last sentence is exactly right for a user.","[WARN] First-pass scores could not be read for {0} file(s): [{1}]. Treat this run's protein-level results as unreliable; delete the .1st-pass.fdr_scores.bin files beside those inputs and re-run.","rewrite","",""
"C7","Warning for dev","user (warning/error)","default (every run)","Osprey.Tasks/Pass2PerFileWorker.cs","356","LogWarning","conditional","[WARN] 1st-pass Score/Pep/ExperimentAggregateScore could not be restored for {0} file(s) (no readable 1st-pass sidecar): [{1}]. Peaks Stage 6 changed in those files keep reset defaults, so their 2nd-pass sidecars are wrong AND a Score of 0 enters the second-pass protein FDR null unfiltered. Treat this run's protein-level numbers as unreliable.,","sidecar; Stage N; code identifier","Property names and mechanism; the last sentence is exactly right for a user.","[WARN] First-pass scores could not be read for {0} file(s): [{1}]. Treat this run's protein-level results as unreliable; delete the .1st-pass.fdr_scores.bin files beside those inputs and re-run.","rewrite","",""
"C8","Warning for dev","user (warning/error)","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","1528","LogWarning","conditional","[WARN] Could not patch the second-pass protein q-value into the 2nd-pass FDR sidecar for {0} file(s): [{1}]. Those files carry no pass-2 protein q-value: each record keeps what it held when the sidecar was written, which is the reset default for every entry Stage 6 rescored or gap-filled and a pass-1 value only for entries Stage 6 left alone. Any consumer joining on that column is reading the wrong pass.,","sidecar; entry/entries; Stage N","Explains the internal record state; the user needs only the consequence.","[WARN] Protein q-values could not be written for {0} file(s): [{1}]. The second-pass intermediate files for those files carry no valid protein q-value.","rewrite","",""
"C9","Warning for dev","user (warning/error)","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","1055","LogWarning","conditional","[WARN] {the}per-file half stays in SecondPassFDR for this run.","sidecar; competition","Work-placement decision with no effect on results.","(none)","gate behind --verbose","",""
"C9","Warning for dev","user (warning/error)","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","1063","LogWarning","conditional","[WARN] {usable}model/standardizer, so the per-file half stays in SecondPassFDR for this run.","frozen; competition; code identifier","Work-placement decision with no effect on results.","(none)","gate behind --verbose","",""
"","Review","user","default (every run)","Osprey.Core/FileParallelism.cs","155","logDelegate","","File parallelism: 1 (OSPREY_MAX_PARALLEL_FILES=1)","OSPREY_* env var","Flagged terms: OSPREY_* env var"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Core/FileParallelism.cs","161","logDelegate","","File parallelism: {0} (OSPREY_MAX_PARALLEL_FILES={1} back-compat cap, {2} files)","OSPREY_* env var","Flagged terms: OSPREY_* env var"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.FDR/PercolatorEngine.cs","280","LogInfo","","Running {0} Percolator on {1} entries...","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.FDR/PercolatorEngine.cs","423","LogInfo","","Running {0} Percolator on {1} entries...","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.FDR/PercolatorEngine.cs","607","LogInfo","","{0}: applying FROZEN 1st-pass model to all {1} entries (no retrain) + target-decoy competition for q/PEP.","entry/entries; competition","Flagged terms: entry/entries; competition"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.FDR/PercolatorEngine.cs","855","LogInfo","","Selecting training subset from {0} scored entries...","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.FDR/PercolatorScorer.cs","340","ProgressReporter","","Scoring {0} entries...","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.FDR/PercolatorScorer.cs","689","LogInfo","","[TRAIN] OSPREY_TRAIN_PICK_RUN=0: each precursor's training row is its BEST observation across runs, not a uniform sample of them (pre-26.1 behaviour)","OSPREY_* env var","Flagged terms: OSPREY_* env var"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.FDR/PercolatorScorer.cs","969","LogInfo","","Running {0} Percolator on {1} entries...","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.FDR/PercolatorScorer.cs","973","ProgressReporter","","Scoring {0} entries...","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.FDR/PercolatorScorer.cs","1056","ProgressReporter","","Assigning q-values to {0} entries...","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.FDR/PercolatorTrainer.cs","560","OutWriteLine","","( {0}-fold cross-validation on {1} training entries ({2} targets), config.NFolds, subN, subTargets)","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.FDR/PercolatorTrainer.cs","622","OutWriteLine","","( SVM regularization C (swept over {0}, chosen by cross-validation per fold):, FormatCGrid(config.CValues))","fold (verb)","Flagged terms: fold (verb)"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.FDR/PercolatorTrainer.cs","626","OutWriteLine","","( fold {0}/{1}: C = {2}, fold + 1, config.NFolds, FormatC(foldBestC[fold]))","fold (verb)","Flagged terms: fold (verb)"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.FDR/Reconciliation/ReconciliationPlanner.cs","131","ProgressReporter","","Planning reconciliation across {0} file(s)...","code identifier","Flagged terms: code identifier"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.IO/DiannTsvLoader.cs","141","ProgressReporter","","Building library entries...","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.IO/LibraryCache.cs","90","ProgressReporter","","Writing library cache...","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.IO/LibraryCache.cs","259","ProgressReporter","","Loading library cache ({0} entries)...","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.IO/LibraryDeduplicator.cs","53","ProgressReporter","","Deduplicating library entries...","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.IO/LibraryLoader.cs","114","LogInfo","","Loaded {0} library entries from cache '{1}'","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.IO/LibraryLoader.cs","174","LogInfo","","Loaded {0} library entries","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.IO/LibraryLoader.cs","193","LogInfo","","Saved library cache ({0} entries) to '{1}'","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.IO/ParquetScoreCache.cs","728","ProgressReporter","","Writing {0} entries...","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.IO/ParquetScoreCache.cs","1561","ProgressReporter","","Writing {0} entries...","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.IO/ParquetScoreCache.cs","1687","LogWarning","","[WARN] Stage 6 write-back: ParquetIndex {0} out of range for {1} ({2} rows)","Stage N; code identifier","Flagged terms: Stage N; code identifier"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Scoring/ScoringPipeline.cs","557","LogInfo","","Deduplicated: {0} -> {1} entries ({2} removed)","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Calibrator.cs","404","LogWarning","","[WARN] (No target entries available for calibration sampling.)","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","279","LogError","","[ERROR] --task ModelDiagnostics: no scores parquet path published for {0}","byproduct/interned/parquet","Flagged terms: byproduct/interned/parquet"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","1015","LogError","","[ERROR] Resume rehydrate: no scores parquet path published for {0}, so its first-pass survivors cannot be rebuilt for the Stage 6 rescore.","hydrate; Stage N; byproduct/interned/parquet","Flagged terms: hydrate; Stage N; byproduct/interned/parquet"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","1183","LogError","","[ERROR] Resume rehydrate: no scores parquet path published for {0}","hydrate; byproduct/interned/parquet","Flagged terms: hydrate; byproduct/interned/parquet"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","1219","LogError","","[ERROR] Resume rehydrate: failed to hydrate reconciliation bundle from own sidecars: {0}","sidecar; hydrate; bundle/envelope","Flagged terms: sidecar; hydrate; bundle/envelope"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","1840","ProgressReporter","","Compacting {0} file(s) to the first-pass retained set...","survivor/retained set; code identifier","Flagged terms: survivor/retained set; code identifier"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","2087","LogWarning","","[WARN] No sidecar base path for `{0}` — skipping fdr_scores.bin write","sidecar","Flagged terms: sidecar"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","2142","LogWarning","","[WARN] {skipping}fdr_experiment.bin write. Stage 6 compaction will not find the protein q-values it rescues on.","sidecar; compaction; Stage N","Flagged terms: sidecar; compaction; Stage N"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","2248","LogWarning","","[WARN] No sidecar base path for `{0}` - skipping reconciliation.json write","sidecar","Flagged terms: sidecar"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","2340","LogError","","[ERROR] Failed to write the analysis-wide retained base_id summary {0}: {1}. --task PerFileRescoring reads this file to compact each run without re-reading every run's reconciliation.json.","compaction; survivor/retained set; base_id","Flagged terms: compaction; survivor/retained set; base_id"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","2817","LogWarning","","[WARN] Could not persist the protein-compact stratum for '{kvp.Key}': {ex.Message}","compaction; stratum","Flagged terms: compaction; stratum"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","2896","LogWarning","","[WARN] No sidecar base path for `{0}` — skipping fdr_scores.bin write","sidecar","Flagged terms: sidecar"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3018","LogInfo","","Resume: {0} of {1} file(s) already carry a current 1st-pass sidecar and will not be re-scored ({2} to score).","sidecar","Flagged terms: sidecar"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3072","LogInfo","","Resume: every sidecar is current but the compaction-gate entry was refused ({0}); the score passes will run.;","sidecar; entry/entries; compaction","Flagged terms: sidecar; entry/entries; compaction"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3112","LogInfo","","Resume: reloaded the persisted protein-compact stratum ({0} base ids).","compaction; base_id; stratum","Flagged terms: compaction; base_id; stratum"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3441","LogWarning","","[WARN] Could not persist 1st-pass model sidecar for '{kvp.Key}': {ex.Message}","sidecar","Flagged terms: sidecar"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3710","LogError","","[ERROR] First-pass protein FDR: no scores parquet path for {0}","byproduct/interned/parquet","Flagged terms: byproduct/interned/parquet"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3718","LogError","","[ERROR] First-pass protein FDR: no sidecar base path for {0}","sidecar","Flagged terms: sidecar"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3818","LogError","","[ERROR] First-pass compaction: no sidecar base path for {0}","sidecar; compaction","Flagged terms: sidecar; compaction"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3851","LogError","","[ERROR] First-pass compaction: failed to read .1st-pass.fdr_scores.bin for {0} (expected at {1})","compaction","Flagged terms: compaction"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3881","LogError","","[ERROR] First-pass compaction: no output blib, so no experiment-scope FDR sidecar to read the protein-rescue q-values from.","sidecar; compaction","Flagged terms: sidecar; compaction"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3890","LogError","","[ERROR] First-pass compaction: failed to read the experiment-scope FDR sidecar (expected at {0})","sidecar; compaction","Flagged terms: sidecar; compaction"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","632","LogWarning","","[WARN] Failed to reload 2nd-pass FDR sidecar for {0} ({1}); protein FDR will use stale 1st-pass q-values","sidecar","Flagged terms: sidecar"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","936","LogWarning","","[WARN] Second-pass competition disagreement on '{0}': wrote this pass's recomputed answer to {1} for diffing against the worker's sidecar at {2}.","sidecar; competition; worker/fan-out/join","Flagged terms: sidecar; competition; worker/fan-out/join"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","943","LogWarning","","[WARN] Second-pass competition disagreement on '{0}': could not write the recomputed answer to {1} for diffing: {2}","competition","Flagged terms: competition"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","1507","LogWarning","","[WARN] Could not read the reconciled parquet scalars for {0}: {1}","scalars; byproduct/interned/parquet","Flagged terms: scalars; byproduct/interned/parquet"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","1547","LogWarning","","[WARN] {so}this run's experiment q-values are not persisted.","sidecar","Flagged terms: sidecar"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","1695","LogWarning","","[WARN] {mode}: frozen 1st-pass model has no usable model/standardizer.","frozen; code identifier","Flagged terms: frozen; code identifier"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","1800","LogWarning","","[WARN] {mode}: no parquet path for '{fileName}'; cannot locate its 1st-pass scalar sidecar.","sidecar; scalars; byproduct/interned/parquet","Flagged terms: sidecar; scalars; byproduct/interned/parquet"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","1831","LogWarning","","[WARN] {mode}: 1st-pass scalar sidecar not found: {sidecarPath}","sidecar; scalars","Flagged terms: sidecar; scalars"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","1843","LogWarning","","[WARN] {mode}: 1st-pass scalar sidecar is not a readable v{FdrScoresSidecar.FormatVersion} first-pass file: {sidecarPath}","sidecar; scalars","Flagged terms: sidecar; scalars"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","1858","LogWarning","","[WARN] {mode}: no input file matches '{fileName}'; its 2nd-pass FDR sidecar cannot be written.","sidecar","Flagged terms: sidecar"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","2266","LogInfo","","{0}: mapped recomputed q onto {1} reported survivors ({2} frozen-model scores swapped in) in {3:F1}s.","frozen","Flagged terms: frozen"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","2371","ProgressReporter","","Reloading reconciled features from {0} file(s)...","code identifier","Flagged terms: code identifier"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","2385","LogWarning","","[WARN] Second-pass FDR: no parquet path mapped for file '{0}' ({1} entries will run with stale/null features). Check that each file's scores parquet was produced and mapped.","entry/entries; byproduct/interned/parquet","Flagged terms: entry/entries; byproduct/interned/parquet"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","2497","LogWarning","","[WARN] Second-pass FDR: {0} is not supported in SecondPassFdrTask; skipping (protein FDR will run on first-pass scores)","code identifier","Flagged terms: code identifier"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","2892","LogWarning","","[WARN] {model}or standardizer; cannot transfer.","frozen; OSPREY_* env var; code identifier","Flagged terms: frozen; OSPREY_* env var; code identifier"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","2899","LogWarning","","[WARN] {file}1st-pass sidecars; cannot transfer.","sidecar; OSPREY_* env var","Flagged terms: sidecar; OSPREY_* env var"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","2939","LogWarning","","[WARN] {is}missing or unreadable; falling back to the 2nd-pass Percolator retrain rather than silently dropping reconciliation-moved peaks.","sidecar; OSPREY_* env var","Flagged terms: sidecar; OSPREY_* env var"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","2950","ProgressReporter","","Transferring per-run q-values across {0} file(s)...","code identifier","Flagged terms: code identifier"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","3041","LogWarning","","[WARN] OSPREY_PASS2_QVALUE=transfer: could not read the 1st-pass sidecar for '{0}' ({1}); this file's per-run q is left unadjusted.","sidecar; OSPREY_* env var","Flagged terms: sidecar; OSPREY_* env var"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","3579","LogWarning","","[WARN] Failed to write 2nd-pass FDR sidecar for {0}: {1}","sidecar","Flagged terms: sidecar"," ","apply glossary renames","",""
